US	17756927	R30R3XDZO93S93	0871139197	255727841	Peace Kills: America's Fun New Imperialism	Books	3	16	54	false	false	Alright.... I guess so....	I gotta give PJ 3 stars, as I used to be a big fan.  Now that I know something, he's not as funny.  It's harder to be funny from the right, or from the top... and in &quot;Peace Kills&quot; it doesn't work so well for me.  Now that I think back, PJ's style could be summed up as &quot;I wonder what the poor people are doing?  Heh heh.&quot;  That angle provided a boost when I was a little twerp, and somehow still thought the left was a dominant threat, and the right-wing an embattled minority.  But time tells me otherwise... so PJ doesn't ring as true (to me) now.  Tip o' the hat to PJ, though, as he still handles his hippie to conserative transition with a cool unseen in so many neocons.  (Say, for example, David - stop foaming - Horowitz!!!).  <br />I first saw PJ on Letterman years ago, and was amazed at how shaken he was.  On more recent TV appearences, PJ is pleasant, if not the confident aggressor/prankster/wisecracker in print.  But, I guess a lot of folks are like that.  I mean, if PJ lost confidence with the right, he'd tell us... or would he?!!  Who knows.  3 stars because PJ is &quot;good people,&quot; injects humor (and often depth!)into world affairs, and he has the Irish gene for good storytelling.	2004-06-21
US	52660817	R1LXGUQCC3TCJV	B0000BYPNN	721325086	Reversible Errors: A Novel	Books	5	1	1	false	true	Brazilians, read it in English	This is another excellent book by master writer Scott Turow. I have little to add to my fellow Amazon.com reviewers, but I do have an important warning for all Brazilian readers: the Portuguese translation is absolutely horrible. Seriously, it is one of the worst I have ever seen. If you're able to read in English (if you can read this, trust me, your English is good enough), do not buy a copy edited in Brazil - get one from this website instead. You'll thank me later.	2004-06-21
US	17596606	R2B4LKZN9US9NL	6308301663	14372570	Skyward:A Sylphe's Ascension	Books	5	0	0	false	false	This isn't a book; this is a damn good CD!	I got this CD at least two weeks ago and I haven't stopped listening to it yet!  Listen to some samples of this band and after get this CD; there are no other words to say about this great CD.	2004-06-21
US	51704118	R4BI8T20BM2JA	0684845768	292635793	Coast Road: A Novel	Books	4	3	3	false	false	Another Delinsky delight	I found myself quickly drawn into this book. The characters were engaging, the settings were vivid and the story was intense. There were lots of chances for Jack to leave, but he stuck by his ex-wife Rachel's side throughout her coma, meeting her new friends from her new life and caring for the teenage daughters who barely remembered him. One daughter is already coping with the loss of a beloved pet, the other is 'fifteen going on thirty'. Throughout, he finds himself remembering the good times with his ex-wife and decides to rededicate himself to his family, quitting his high-stress job that kept him away from them in the first place. I was moved to tears at several points, something a book rarely does for me. I highly recommend this book.	2004-06-21
US	52803088	RBJZ0X8W3C2VM	076790592X	725864791	Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson	Books	1	59	84	false	false	A personable old man gets a bad biographer	Morrie was a kindly, slightly eccentric old man with cute quips about love, family and materialism. But was he deeply insightful? Were his comments so mind-blowing you ever put down the book and uttered: &quot;My God. He's right.&quot; ? Hardly. As tragic as his illness was, Morrie gives us nothing new to think about on the above topics. Love your family. Compromise. Money isn't everything. Such are the words of wisdom handed down through the ages to us; words we often choose to ignore in our personal selfish quests. Morrie hands them down to Mitch, and while they all ring true, how different are they to, say, what my own grandfather told me? What a book of proverbs can tell you? What your local preacher might say Sunday morning? Added to this is an opportunistic biographer who dispensed with his old teacher for 16 years until he popped up on Nightline one night. &quot;Here's my chance,&quot; he thought. Strapping a microphone to the old man's lapel, Mitch even manages to tie up the book deal before Morrie finally moves on to the Great Quip Factory in the Sky. I don't want to sound too down on Morrie, who I am sure was a wonderful soul, but he is one of a million wonderful souls. It's a pity Mitch didn't find a GREAT wonderful soul with stories and anecdotes to make us really think. Even if he had, I doubt his writing would have improved too much. Mitch writes like a sports journalist; a rich gateau of cliches leaving us with nothing to ponder for ourselves. As for the great lie that Mitch has rediscovered himself after his meetings with Morrie, all I can say is that the opportunity Morrie gave him only served to enhance his self-confessed materialistic, career-driven lifestyle. Finally, what is the &quot;great life lesson&quot; we are promised on the cover? Seriously. What is it? Love? Didn't we know that already? The greatest lesson I learnt is that when a book comes as cheap as this one, you get what you pay for.	2004-06-21
US	37435577	R1L63SZXDYAITE	0312873433	663804540	One Giant Leap: Neil Armstrong's Stellar American Journey	Books	3	5	6	false	false	Armstrong Deserves Better	Although this book provides the basic facts of Neil Armstrong's life and career, it lacks substance.  After reading 300-plus pages about one of the country's ablest test pilots and the first man on the moon, the reader comes away scarcely knowing anything about what motivated Armstrong or how he was viewed by his contemporaries.  One of the century's most interesting characters remains a mystery.<BR>Additionally, this  book could have used a good editor.  Careless spelling mistakes diminish its effectiveness.  The name of Alan Shepard, for example, is spelled incorrectly throughout the text and also in the index.<BR>Here's hoping that a better Armstrong biography finds its way into print soon.	2004-06-21
US	17573711	RFBLZLDWHNZHL	0743245253	722295890	Tastes Like Chicken: A Novel (Files, Lolita)	Books	5	1	4	false	false	SHATTERING THE CHICK LIT MYTH	I don't generally go for chick lit.  It's for chicks.  But someone told me this book was funny so I picked it up just to prove them wrong.  Turns out it's not chick lit at all, just a damn good, very well-written and engaging book.  Other writers need to peep game.  This girl knows how to bring it on the page.	2004-06-21
US	49931260	RRN2M6DG95XSM	0446531251	451794091	In His Image: Book One of the Christ Clone Trilogy	Books	3	3	4	false	false	Holy Disappointment- Revised!	I wrote this review hastily....and didn't really give the author the credit I was intending...so I have revised it....<br />I normally avoid modern thriller fiction....especially modern 'you can read this during in-flight service from Boston to D.C.' - and for some reason I keep feeling the need to remind myself why by reading modern thriller fiction.....<br />So here we go. Great Premise! That is what earned my three star rating of the book...just the premise. A journalist finds himself enlisted to a team of scientists who attempt to carbon-date the Shroud of Turin, the burial cloth said to be embossed with the image of Christ. One scientist removes dna samples (via fibers left on the shroud)and uses them to clone Christ....or so it would seem.<br />Flash forward years later, where the hot premise is dropped like a hot potato...and the book becomes little more than the average, dime-a-dozen political/war books...and many do it more effectively. The author is to be commended for going back and revising the book since the original publication to include such incidents as September 11th, the War on Terror, and the slaying of journalist Daniel Pearl....but after finishing the book....it seems like his effort is wasted in trying to put a shiny coating on a permanently dulled floor.<br />The characters are perhaps a bit more interesting than your usual Tom Clancy Rogues gallery, but are lost amidst the nuclear bombs, political maneuvering, and usurping of authority that comprise three quarters of this book.<br />Dull, dull, dull...except for those rare moments when Christopher Goodman, the 'clone' of Christ, displays his 'powers'.  Other than that....the story loses grip on what interested me in the first place. Knowing that it is book one of a trilogy (and now knowing from the author himself that it was originally one large text) and knowing that the author has revised the story since initial publication....perhaps those revisions could have included more evidence of Christopher's powers being put to test/use, and a little more focus on what I assume is intended to be the main focus of the story, a clone of Christ??<br />Sorry to say, but (for me) this only served as a good reminder as to why I usually stick to the classics for a good story....with rare exception. The book is well written, I give it that....but I am a sucker for good in-depth characterization and this story just fails to deliver that for me. I have been encouraged to continue on in the trilogy, by the author, and perhaps some day I might. For anyone interested in a timely topic (cloning) and political/military/war intrigue, this will interest you.	2004-06-21
US	51171362	R2R06OVMVW9W1P	0756401623	853363157	Inheritance: Keys Of Power #1	Books	5	3	3	false	false	An old story line given a new twist in this first book	Simon Brown on first glance uses the tried and true story format however takes that formant and makes it his own in the first book Inheritance: Keys of Power.<br />The land of Grenda Leer has had a long time of peace since the end of the slaver wars.  It's queen has ruled with the keys of power.  Magical keys that each hold sway and power over different parts of what makes a king or queen.  However the current queen is dying from old age and the awesome power of the keys.  Of her four children her oldest son shall become king.  However before passing on she will seperate the keys and give to her four children as is the custom among the royal family when thier is more then one child.  To her oldest and soon to be king Berayma the key of the Monarch the ket that shows who is the rightful king.  The queen gives her only daughter princess Areava the key of the Sword for who holds that key is charged with leading the armies to victory against the enemies of the kingdom.  To her third child prince Olio (younger brother to Areava) was entrusted with the key of the Heart in which great powers of healing are bestowed upon its bearer and is to help heal those in need of it.  And finally to her youngest child the prince Lynan a child bron from the queen and her last husband and her only true love the famed general Elynd Chisal the key of Union for with that key has sway over the very people that makes up the entire kingdom.  With the Queen death and the keys scattered among the four children peace should be maintained.  However those in places of power scheme with greater plans ahead.  Lyana the youngest was never favored in court or by his older brothers or sisters and has nothing really to do but try to find those that knew his father a commoner general and then once husband to the queen.  His oldest brother tries to place Lynan in his court and make him feel welcome.  His sister on the other hand hates him for it and was his father that found out her father was a traitor and was killed by her own mother for such acts.  Soon Lynan finds out that family is not always as loving as it should be.  Soon after the queen death Lynan is framed for murdering his older brother Berayma and has to flee taking along with him his trusted friend and former soldier in his father army Kumul the giant, along with them a crookback called Ager who also fought in Lynan father army and a magiker in tranining Jenrosa.  Togeather they flee to the only safe place they can find the lands called the Ocean of grass.  Meanwhile Areava has become next in line to the throne and screams for Lynan head for the death of her brother not knowing that Lynan has been framed.  To find out more you will just have to read this interesting book.  On a perosonal note I could not put this book down and once done I had to get its next book to see what happens next.was killed by her own mother for such acts.  Soon Lynan finds out that family is not always as loving as it should be.  Soon after the queen death Lynan is framed for murdering his older brother Berayma and has to flee taking along with him his trusted friend and former soldier in his father army Kumul the giant, along with them a crookback called Ager who also fought in Lynan father army and a magiker in tranining Jenrosa.  Togeather they flee to the only safe place they can find the lands called the Ocean of grass.  Meanwhile Areava has become next in line to the throne and screams for Lynan head for the death of her brother not knowing that Lynan has been framed.  To find out more you will just have to read this interesting book.  On a perosonal note I could not put this book down and once done I had to get its next book to see what happens next.	2004-06-21
US	17594023	R3MASQQ2C8V22D	0743428625	459181018	Celeste	Books	1	7	9	false	false	I didn't think it was possible...	...for a &quot;V. C. Andrews&quot; novel of recent years to disappoint me more than the De Beers novels did.  And yet &quot;Celeste&quot; left me both angry and sad.  The legacy begun by Virginia Andrews, a truly gifted story-teller has been completely tarnished by Andrew Neiderman.  I fear he has ruined her legacy beyond repair.<br />I honestly thought the first novel in the Gemini series would be Neiderman's redemption.  I thought Virginia's ghostwriter had taken a good look at his previous three mini-series, his De Beers series, and his Broken Wings series, and had decided to try something truly different: make a real effort to produce a piece of literature, not just something to enthrall the masses of tweens that read these stories these days.<br />From my first glimpse of &quot;Celeste's&quot; cover, I was mad.  The phrase &quot;A mother's love as deady as Mommy's in FITA&quot; caught my attention, and kept it.  Andrew Neiderman has not, and will never earn the right to compare *his* V.C. A. writing to what Virginia herself wrote.  <br />(The actual book itself was boring...an interesting concept, but horribly written.)<br />Virginia was a story-teller.  She spun yarns.  Her words...her tone...her plots...they all pulled you into the world she sought to create.  By the end of one of *her* novels, you felt as though you knew each and every character personally.  You rejoiced with their triumphs and ached with their sorrows.  Her stories moved you...or at least, me.<br />No main character after Ruby Landry (aside from Rain Hudson, Brody Randolph, and Melody Logan) moved me.  No series after some parts of the Hudson series, and no mini-series plot or character has ever moved me.  <br />Neiderman's stories try to live up to V.C. Andrews and fall flat.  And his recent stories don't even make that effort.  They are full of stale pop culture references, weak characters, and pathetic, female, idealized leads.<br />In closing, I would like to urge everyone to refrain from reading &quot;Celeste.&quot;  It is not worth your time, and will only continue to tarnish your good memories of the brilliant story-teller Virginia Andrews, and her stories.	2004-06-21
US	51334835	R7ADSQ04UM2MF	0312874561	671493062	Tales of the Dying Earth	Books	5	3	3	false	false	Optimism at the end of time	What I found wonderful about these stories and most of Jack Vance's work in general, is that inspite of the bleakness of the situation (The constant death gasps of the Dying Sun), the cynicism of the times, Vance's hero's and heroines march on, not perky and euphoric, but determined that life will be better or that they can make it better. The other classic, a Hugo winner in fact, The Last Castle the protagonists free the slaves in spite of the fact that it means the end of their plush lifestyle. Vance's tenacity if not optimism is wonderful.	2004-06-21
US	21383365	RPUO4RXNH1YSU	0310246547	210835978	The Emotionally Healthy Church: A Strategy for Discipleship that Actually Changes Lives	Books	5	3	3	false	false	an excellent book	I bought this book based on the title alone:  I thought, If anyone out there is actually writing about the emotional health of churches &amp; leaders, I want to hear what he has to say!  I was not disappointed.  The writer is brutally honest about his own failures in ministry and about the steps needed for leaders (&amp; churches as a whole) to grow and mature in Christ.  I appreciate that he recognizes the need for us to look inside ourselves rather than pooh-poohing that as navel-gazing.  So many of us have no idea why we do what we do; we don't even know what it is we are doing sometimes!<br />The many areas of emotional health the writer addresses are very interesting with good personal examples and suggestions.  The spiritual inventory and the study guide questions would be very useful for personal and group work.<br />1 minor fault I saw:  I thought the categories  in the inventory(emotional child, adolescent, adult) could have been a bit more nuanced; it makes everything less than an &quot;adult&quot; look bad, whereas there is often a lot of growth going on and an emotional &quot;teen&quot; could actually be progressing quite well.  But overall I would highly recommend this book to anyone wanting to grow spiritually and emotionally and to engage in more authentic, Christ-like ministry.	2004-06-21
US	17573603	RQU7N0RKFOBC4	0873495659	277497407	The Art & Soul of Glass Beads: 17 Bead Artists Share Their Inspiration & Methods	Books	5	5	9	false	false	Magnificent Book for Every Level of Beader	Being new to beading, I am trying to read everything I can to educate myself on the different types of beads and what can be created using wire, beads and patience.  This book has inspired me to think &quot;outside the box&quot; in my creations and I admire the beautiful masterpieces that appear in the book. The writing encourages me and I look forward to future books by Susan Ray and Richard Pearce.	2004-06-21
